MapDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20130430,48005,Angelina County,TX,0,100,99.51,0.46,0,0,4/30/2013,5/6/2013,1
20130423,48005,Angelina County,TX,0,100,99.51,0,0,0,4/23/2013,4/29/2013,1
20130416,48005,Angelina County,TX,0,100,99.53,0,0,0,4/16/2013,4/22/2013,1
20130409,48005,Angelina County,TX,0,100,0,0,0,0,4/9/2013,4/15/2013,1
20130402,48005,Angelina County,TX,0,100,0,0,0,0,4/2/2013,4/8/2013,1
20130326,48005,Angelina County,TX,0,100,0,0,0,0,3/26/2013,4/1/2013,1
20130319,48005,Angelina County,TX,0,100,0,0,0,0,3/19/2013,3/25/2013,1
20130312,48005,Angelina County,TX,100,0,0,0,0,0,3/12/2013,3/18/2013,1
20130305,48005,Angelina County,TX,100,0,0,0,0,0,3/5/2013,3/11/2013,1
20130226,48005,Angelina County,TX,100,0,0,0,0,0,2/26/2013,3/4/2013,1
20130219,48005,Angelina County,TX,100,0,0,0,0,0,2/19/2013,2/25/2013,1
20130212,48005,Angelina County,TX,100,0,0,0,0,0,2/12/2013,2/18/2013,1
20130205,48005,Angelina County,TX,100,0,0,0,0,0,2/5/2013,2/11/2013,1
20130129,48005,Angelina County,TX,100,0,0,0,0,0,1/29/2013,2/4/2013,1
20130122,48005,Angelina County,TX,100,0,0,0,0,0,1/22/2013,1/28/2013,1
20130115,48005,Angelina County,TX,100,0,0,0,0,0,1/15/2013,1/21/2013,1
20130108,48005,Angelina County,TX,1.76,98.24,0,0,0,0,1/8/2013,1/14/2013,1
20130101,48005,Angelina County,TX,2.57,97.43,6.17,0,0,0,1/1/2013,1/7/2013,1
20121225,48005,Angelina County,TX,2.57,97.43,6.17,0,0,0,12/25/2012,12/31/2012,1
20121218,48005,Angelina County,TX,2.57,97.43,6.17,0,0,0,12/18/2012,12/24/2012,1
20121211,48005,Angelina County,TX,2.57,97.43,6.17,0,0,0,12/11/2012,12/17/2012,1
20121204,48005,Angelina County,TX,11.6,88.4,12.99,0,0,0,12/4/2012,12/10/2012,1
20121127,48005,Angelina County,TX,11.6,88.4,14.25,0,0,0,11/27/2012,12/3/2012,1
20121120,48005,Angelina County,TX,64.42,35.58,13.73,0,0,0,11/20/2012,11/26/2012,1
20121113,48005,Angelina County,TX,77.83,22.17,2.3,0,0,0,11/13/2012,11/19/2012,1
20121106,48005,Angelina County,TX,96.41,3.59,0,0,0,0,11/6/2012,11/12/2012,1
20121030,48005,Angelina County,TX,100,0,0,0,0,0,10/30/2012,11/5/2012,1
20121023,48005,Angelina County,TX,100,0,0,0,0,0,10/23/2012,10/29/2012,1
20121016,48005,Angelina County,TX,100,0,0,0,0,0,10/16/2012,10/22/2012,1
20121009,48005,Angelina County,TX,100,0,0,0,0,0,10/9/2012,10/15/2012,1
20121002,48005,Angelina County,TX,100,0,0,0,0,0,10/2/2012,10/8/2012,1
20120925,48005,Angelina County,TX,99.58,0.42,0,0,0,0,9/25/2012,10/1/2012,1
20120918,48005,Angelina County,TX,100,0,0,0,0,0,9/18/2012,9/24/2012,1
20120911,48005,Angelina County,TX,51.53,48.47,0,0,0,0,9/11/2012,9/17/2012,1
20120904,48005,Angelina County,TX,100,0,0,0,0,0,9/4/2012,9/10/2012,1
20120828,48005,Angelina County,TX,100,0,0,0,0,0,8/28/2012,9/3/2012,1
20120821,48005,Angelina County,TX,100,0,0,0,0,0,8/21/2012,8/27/2012,1
20120814,48005,Angelina County,TX,100,0,0,0,0,0,8/14/2012,8/20/2012,1
20120807,48005,Angelina County,TX,100,0,0,0,0,0,8/7/2012,8/13/2012,1
20120731,48005,Angelina County,TX,100,0,0,0,0,0,7/31/2012,8/6/2012,1
20120724,48005,Angelina County,TX,100,0,0,0,0,0,7/24/2012,7/30/2012,1
20120717,48005,Angelina County,TX,100,0,0,0,0,0,7/17/2012,7/23/2012,1
20120710,48005,Angelina County,TX,0,100,0,0,0,0,7/10/2012,7/16/2012,1
20120703,48005,Angelina County,TX,0,100,0,0,0,0,7/3/2012,7/9/2012,1
20120626,48005,Angelina County,TX,0,100,0,0,0,0,6/26/2012,7/2/2012,1
20120619,48005,Angelina County,TX,0,100,0,0,0,0,6/19/2012,6/25/2012,1
20120612,48005,Angelina County,TX,0,100,3.31,0,0,0,6/12/2012,6/18/2012,1
20120605,48005,Angelina County,TX,0,100,3.99,0,0,0,6/5/2012,6/11/2012,1
20120529,48005,Angelina County,TX,0,100,0,0,0,0,5/29/2012,6/4/2012,1
20120522,48005,Angelina County,TX,84.21,15.79,0,0,0,0,5/22/2012,5/28/2012,1
20120515,48005,Angelina County,TX,84.21,15.79,0,0,0,0,5/15/2012,5/21/2012,1
20120508,48005,Angelina County,TX,84.21,15.79,0,0,0,0,5/8/2012,5/14/2012,1
20120501,48005,Angelina County,TX,84.55,15.45,0,0,0,0,5/1/2012,5/7/2012,1
20120424,48005,Angelina County,TX,84.55,15.45,0,0,0,0,4/24/2012,4/30/2012,1
20120417,48005,Angelina County,TX,83.03,16.97,0,0,0,0,4/17/2012,4/23/2012,1
20120410,48005,Angelina County,TX,14.87,85.13,0,0,0,0,4/10/2012,4/16/2012,1
20120403,48005,Angelina County,TX,14.87,85.13,0,0,0,0,4/3/2012,4/9/2012,1
20120327,48005,Angelina County,TX,14.87,85.13,0,0,0,0,3/27/2012,4/2/2012,1
20120320,48005,Angelina County,TX,0,100,85.09,0,0,0,3/20/2012,3/26/2012,1
20120313,48005,Angelina County,TX,0,100,85.09,0,0,0,3/13/2012,3/19/2012,1
20120306,48005,Angelina County,TX,0,100,100,7.23,0,0,3/6/2012,3/12/2012,1
20120228,48005,Angelina County,TX,0,100,100,7.23,0,0,2/28/2012,3/5/2012,1
20120221,48005,Angelina County,TX,0,100,100,7.23,0,0,2/21/2012,2/27/2012,1
20120214,48005,Angelina County,TX,0,100,100,42.2,0.06,0,2/14/2012,2/20/2012,1
20120207,48005,Angelina County,TX,0,100,100,41.1,0.06,0,2/7/2012,2/13/2012,1
20120131,48005,Angelina County,TX,0,100,100,100,6.19,0,1/31/2012,2/6/2012,1
20120124,48005,Angelina County,TX,0,100,100,100,6.65,0,1/24/2012,1/30/2012,1
20120117,48005,Angelina County,TX,0,100,100,100,6.65,0,1/17/2012,1/23/2012,1
20120110,48005,Angelina County,TX,0,100,100,100,6.65,0,1/10/2012,1/16/2012,1
20120103,48005,Angelina County,TX,0,100,100,100,98.99,0,1/3/2012,1/9/2012,1
20111227,48005,Angelina County,TX,0,100,100,100,98.99,0,12/27/2011,1/2/2012,1
20111220,48005,Angelina County,TX,0,100,100,100,100,0,12/20/2011,12/26/2011,1
20111213,48005,Angelina County,TX,0,100,100,100,100,0,12/13/2011,12/19/2011,1
20111206,48005,Angelina County,TX,0,100,100,100,100,0,12/6/2011,12/12/2011,1
20111129,48005,Angelina County,TX,0,100,100,100,100,0.1,11/29/2011,12/5/2011,1
20111122,48005,Angelina County,TX,0,100,100,100,100,95.92,11/22/2011,11/28/2011,1
20111115,48005,Angelina County,TX,0,100,100,100,100,96.74,11/15/2011,11/21/2011,1
20111108,48005,Angelina County,TX,0,100,100,100,100,96.74,11/8/2011,11/14/2011,1
20111101,48005,Angelina County,TX,0,100,100,100,100,95.56,11/1/2011,11/7/2011,1
20111025,48005,Angelina County,TX,0,100,100,100,100,95.56,10/25/2011,10/31/2011,1
20111018,48005,Angelina County,TX,0,100,100,100,100,100,10/18/2011,10/24/2011,1
20111011,48005,Angelina County,TX,0,100,100,100,100,100,10/11/2011,10/17/2011,1
20111004,48005,Angelina County,TX,0,100,100,100,100,100,10/4/2011,10/10/2011,1
20110927,48005,Angelina County,TX,0,100,100,100,100,100,9/27/2011,10/3/2011,1
20110920,48005,Angelina County,TX,0,100,100,100,100,100,9/20/2011,9/26/2011,1
20110913,48005,Angelina County,TX,0,100,100,100,100,100,9/13/2011,9/19/2011,1
20110906,48005,Angelina County,TX,0,100,100,100,100,100,9/6/2011,9/12/2011,1
20110830,48005,Angelina County,TX,0,100,100,100,100,100,8/30/2011,9/5/2011,1
20110823,48005,Angelina County,TX,0,100,100,100,100,100,8/23/2011,8/29/2011,1
20110816,48005,Angelina County,TX,0,100,100,100,100,100,8/16/2011,8/22/2011,1
20110809,48005,Angelina County,TX,0,100,100,100,100,95.82,8/9/2011,8/15/2011,1
20110802,48005,Angelina County,TX,0,100,100,100,100,4.65,8/2/2011,8/8/2011,1
20110726,48005,Angelina County,TX,0,100,100,100,100,4.65,7/26/2011,8/1/2011,1
20110719,48005,Angelina County,TX,0,100,100,100,100,4.65,7/19/2011,7/25/2011,1
20110712,48005,Angelina County,TX,0,100,100,100,100,4.65,7/12/2011,7/18/2011,1
20110705,48005,Angelina County,TX,0,100,100,100,100,0.44,7/5/2011,7/11/2011,1
20110628,48005,Angelina County,TX,0,100,100,100,100,0.44,6/28/2011,7/4/2011,1
20110621,48005,Angelina County,TX,0,100,100,100,100,43.44,6/21/2011,6/27/2011,1
20110614,48005,Angelina County,TX,0,100,100,100,100,0,6/14/2011,6/20/2011,1
20110607,48005,Angelina County,TX,0,100,100,100,100,0,6/7/2011,6/13/2011,1
20110531,48005,Angelina County,TX,0,100,100,100,100,0,5/31/2011,6/6/2011,1
20110524,48005,Angelina County,TX,0,100,100,100,100,0,5/24/2011,5/30/2011,1
20110517,48005,Angelina County,TX,0,100,100,100,100,40.1,5/17/2011,5/23/2011,1
20110510,48005,Angelina County,TX,0,100,100,100,100,100,5/10/2011,5/16/2011,1
20110503,48005,Angelina County,TX,0,100,100,100,100,48.8,5/3/2011,5/9/2011,1
20110426,48005,Angelina County,TX,0,100,100,100,100,48.8,4/26/2011,5/2/2011,1
20110419,48005,Angelina County,TX,0,100,100,100,100,48.8,4/19/2011,4/25/2011,1
20110412,48005,Angelina County,TX,0,100,100,100,100,44.78,4/12/2011,4/18/2011,1
20110405,48005,Angelina County,TX,0,100,100,100,100,44.22,4/5/2011,4/11/2011,1
20110329,48005,Angelina County,TX,0,100,100,100,100,0,3/29/2011,4/4/2011,1
20110322,48005,Angelina County,TX,0,100,100,100,100,0,3/22/2011,3/28/2011,1
20110315,48005,Angelina County,TX,0,100,100,100,72.73,0,3/15/2011,3/21/2011,1
20110308,48005,Angelina County,TX,0,100,100,100,72.73,0,3/8/2011,3/14/2011,1
20110301,48005,Angelina County,TX,0,100,100,100,72.73,0,3/1/2011,3/7/2011,1
20110222,48005,Angelina County,TX,0,100,100,100,72.73,0,2/22/2011,2/28/2011,1
20110215,48005,Angelina County,TX,0,100,100,100,12.7,0,2/15/2011,2/21/2011,1
20110208,48005,Angelina County,TX,0,100,100,100,12.7,0,2/8/2011,2/14/2011,1
20110201,48005,Angelina County,TX,0,100,100,100,12.7,0,2/1/2011,2/7/2011,1
20110125,48005,Angelina County,TX,0,100,100,100,98.79,0,1/25/2011,1/31/2011,1
20110118,48005,Angelina County,TX,0,100,100,100,98.79,0,1/18/2011,1/24/2011,1
20110111,48005,Angelina County,TX,0,100,100,100,100,0,1/11/2011,1/17/2011,1
20110104,48005,Angelina County,TX,0,100,100,100,100,0,1/4/2011,1/10/2011,1
20101228,48005,Angelina County,TX,0,100,100,100,100,0,12/28/2010,1/3/2011,1
20101221,48005,Angelina County,TX,0,100,100,100,100,0,12/21/2010,12/27/2010,1
20101214,48005,Angelina County,TX,0,100,100,100,0,0,12/14/2010,12/20/2010,1
20101207,48005,Angelina County,TX,0,100,100,100,0,0,12/7/2010,12/13/2010,1
20101130,48005,Angelina County,TX,0,100,100,45.82,0,0,11/30/2010,12/6/2010,1
20101123,48005,Angelina County,TX,0,100,100,0,0,0,11/23/2010,11/29/2010,1
20101116,48005,Angelina County,TX,0,100,100,0,0,0,11/16/2010,11/22/2010,1
20101109,48005,Angelina County,TX,0,100,100,0,0,0,11/9/2010,11/15/2010,1
20101102,48005,Angelina County,TX,0,100,100,0,0,0,11/2/2010,11/8/2010,1
20101026,48005,Angelina County,TX,0,100,100,0,0,0,10/26/2010,11/1/2010,1
20101019,48005,Angelina County,TX,0,100,42.76,0,0,0,10/19/2010,10/25/2010,1
20101012,48005,Angelina County,TX,0,100,85.28,0,0,0,10/12/2010,10/18/2010,1
20101005,48005,Angelina County,TX,0,100,6.32,0,0,0,10/5/2010,10/11/2010,1
20100928,48005,Angelina County,TX,0,100,6.32,0,0,0,9/28/2010,10/4/2010,1
20100921,48005,Angelina County,TX,0,100,44.42,0,0,0,9/21/2010,9/27/2010,1
20100914,48005,Angelina County,TX,0,100,44.42,0,0,0,9/14/2010,9/20/2010,1
20100907,48005,Angelina County,TX,0,100,40.9,0,0,0,9/7/2010,9/13/2010,1
20100831,48005,Angelina County,TX,0,100,44.57,0,0,0,8/31/2010,9/6/2010,1
20100824,48005,Angelina County,TX,0,100,44.57,0,0,0,8/24/2010,8/30/2010,1
20100817,48005,Angelina County,TX,0,100,44.57,0,0,0,8/17/2010,8/23/2010,1
20100810,48005,Angelina County,TX,0,100,0,0,0,0,8/10/2010,8/16/2010,1
20100803,48005,Angelina County,TX,0,100,0,0,0,0,8/3/2010,8/9/2010,1
20100727,48005,Angelina County,TX,0,100,0,0,0,0,7/27/2010,8/2/2010,1
20100720,48005,Angelina County,TX,0,100,0,0,0,0,7/20/2010,7/26/2010,1
20100713,48005,Angelina County,TX,0,100,0,0,0,0,7/13/2010,7/19/2010,1
20100706,48005,Angelina County,TX,0,100,0,0,0,0,7/6/2010,7/12/2010,1
20100629,48005,Angelina County,TX,0,100,99.68,0,0,0,6/29/2010,7/5/2010,1
20100622,48005,Angelina County,TX,0,100,99.68,0,0,0,6/22/2010,6/28/2010,1
20100615,48005,Angelina County,TX,0,100,4.18,0,0,0,6/15/2010,6/21/2010,1
20100608,48005,Angelina County,TX,0,100,28.63,0,0,0,6/8/2010,6/14/2010,1
20100601,48005,Angelina County,TX,0,100,100,0,0,0,6/1/2010,6/7/2010,1
20100525,48005,Angelina County,TX,0,100,95.64,0,0,0,5/25/2010,5/31/2010,1
20100518,48005,Angelina County,TX,0,100,0,0,0,0,5/18/2010,5/24/2010,1
20100511,48005,Angelina County,TX,0,100,0,0,0,0,5/11/2010,5/17/2010,1
20100504,48005,Angelina County,TX,0.38,99.62,0,0,0,0,5/4/2010,5/10/2010,1
20100427,48005,Angelina County,TX,78.26,21.74,0,0,0,0,4/27/2010,5/3/2010,1
20100420,48005,Angelina County,TX,78.26,21.74,0,0,0,0,4/20/2010,4/26/2010,1
20100413,48005,Angelina County,TX,100,0,0,0,0,0,4/13/2010,4/19/2010,1
20100406,48005,Angelina County,TX,100,0,0,0,0,0,4/6/2010,4/12/2010,1
20100330,48005,Angelina County,TX,100,0,0,0,0,0,3/30/2010,4/5/2010,1
20100323,48005,Angelina County,TX,100,0,0,0,0,0,3/23/2010,3/29/2010,1
20100316,48005,Angelina County,TX,100,0,0,0,0,0,3/16/2010,3/22/2010,1
20100309,48005,Angelina County,TX,100,0,0,0,0,0,3/9/2010,3/15/2010,1
20100302,48005,Angelina County,TX,100,0,0,0,0,0,3/2/2010,3/8/2010,1
20100223,48005,Angelina County,TX,100,0,0,0,0,0,2/23/2010,3/1/2010,1
20100216,48005,Angelina County,TX,100,0,0,0,0,0,2/16/2010,2/22/2010,1
20100209,48005,Angelina County,TX,100,0,0,0,0,0,2/9/2010,2/15/2010,1
20100202,48005,Angelina County,TX,100,0,0,0,0,0,2/2/2010,2/8/2010,1
20100126,48005,Angelina County,TX,100,0,0,0,0,0,1/26/2010,2/1/2010,1
20100119,48005,Angelina County,TX,100,0,0,0,0,0,1/19/2010,1/25/2010,1
20100112,48005,Angelina County,TX,100,0,0,0,0,0,1/12/2010,1/18/2010,1
20100105,48005,Angelina County,TX,100,0,0,0,0,0,1/5/2010,1/11/2010,1
20091229,48005,Angelina County,TX,100,0,0,0,0,0,12/29/2009,1/4/2010,1
20091222,48005,Angelina County,TX,100,0,0,0,0,0,12/22/2009,12/28/2009,1
20091215,48005,Angelina County,TX,100,0,0,0,0,0,12/15/2009,12/21/2009,1
20091208,48005,Angelina County,TX,100,0,0,0,0,0,12/8/2009,12/14/2009,1
20091201,48005,Angelina County,TX,100,0,0,0,0,0,12/1/2009,12/7/2009,1
20091124,48005,Angelina County,TX,100,0,0,0,0,0,11/24/2009,11/30/2009,1
20091117,48005,Angelina County,TX,100,0,0,0,0,0,11/17/2009,11/23/2009,1
20091110,48005,Angelina County,TX,100,0,0,0,0,0,11/10/2009,11/16/2009,1
20091103,48005,Angelina County,TX,100,0,0,0,0,0,11/3/2009,11/9/2009,1
20091027,48005,Angelina County,TX,100,0,0,0,0,0,10/27/2009,11/2/2009,1
20091020,48005,Angelina County,TX,100,0,0,0,0,0,10/20/2009,10/26/2009,1
20091013,48005,Angelina County,TX,100,0,0,0,0,0,10/13/2009,10/19/2009,1
20091006,48005,Angelina County,TX,99.91,0.09,0,0,0,0,10/6/2009,10/12/2009,1
20090929,48005,Angelina County,TX,99.33,0.67,0,0,0,0,9/29/2009,10/5/2009,1
20090922,48005,Angelina County,TX,96.57,3.43,0,0,0,0,9/22/2009,9/28/2009,1
20090915,48005,Angelina County,TX,69.35,30.65,0,0,0,0,9/15/2009,9/21/2009,1
20090908,48005,Angelina County,TX,10.75,89.25,0,0,0,0,9/8/2009,9/14/2009,1
20090901,48005,Angelina County,TX,10.75,89.25,0,0,0,0,9/1/2009,9/7/2009,1
20090825,48005,Angelina County,TX,2,98,21.92,0,0,0,8/25/2009,8/31/2009,1
20090818,48005,Angelina County,TX,39.87,60.13,0,0,0,0,8/18/2009,8/24/2009,1
20090811,48005,Angelina County,TX,39.87,60.13,0,0,0,0,8/11/2009,8/17/2009,1
20090804,48005,Angelina County,TX,39.87,60.13,0,0,0,0,8/4/2009,8/10/2009,1
20090728,48005,Angelina County,TX,0,100,40.42,0,0,0,7/28/2009,8/3/2009,1
20090721,48005,Angelina County,TX,0,100,47.09,0,0,0,7/21/2009,7/27/2009,1
20090714,48005,Angelina County,TX,0,100,76.33,0,0,0,7/14/2009,7/20/2009,1
20090707,48005,Angelina County,TX,0,100,76.33,0,0,0,7/7/2009,7/13/2009,1
20090630,48005,Angelina County,TX,0,100,0,0,0,0,6/30/2009,7/6/2009,1
20090623,48005,Angelina County,TX,0,100,0,0,0,0,6/23/2009,6/29/2009,1
20090616,48005,Angelina County,TX,85.75,14.25,0,0,0,0,6/16/2009,6/22/2009,1
20090609,48005,Angelina County,TX,79.15,20.85,0,0,0,0,6/9/2009,6/15/2009,1
20090602,48005,Angelina County,TX,100,0,0,0,0,0,6/2/2009,6/8/2009,1
20090526,48005,Angelina County,TX,100,0,0,0,0,0,5/26/2009,6/1/2009,1
20090519,48005,Angelina County,TX,100,0,0,0,0,0,5/19/2009,5/25/2009,1
20090512,48005,Angelina County,TX,100,0,0,0,0,0,5/12/2009,5/18/2009,1
20090505,48005,Angelina County,TX,100,0,0,0,0,0,5/5/2009,5/11/2009,1
20090428,48005,Angelina County,TX,100,0,0,0,0,0,4/28/2009,5/4/2009,1
20090421,48005,Angelina County,TX,100,0,0,0,0,0,4/21/2009,4/27/2009,1
20090414,48005,Angelina County,TX,100,0,0,0,0,0,4/14/2009,4/20/2009,1
20090407,48005,Angelina County,TX,100,0,0,0,0,0,4/7/2009,4/13/2009,1
20090331,48005,Angelina County,TX,100,0,0,0,0,0,3/31/2009,4/6/2009,1
20090324,48005,Angelina County,TX,0,100,0,0,0,0,3/24/2009,3/30/2009,1
20090317,48005,Angelina County,TX,0,100,0,0,0,0,3/17/2009,3/23/2009,1
20090310,48005,Angelina County,TX,0,100,100,0,0,0,3/10/2009,3/16/2009,1
20090303,48005,Angelina County,TX,0,100,100,0,0,0,3/3/2009,3/9/2009,1
20090224,48005,Angelina County,TX,0,100,0,0,0,0,2/24/2009,3/2/2009,1
20090217,48005,Angelina County,TX,0,100,0,0,0,0,2/17/2009,2/23/2009,1
